id,Context,Message,Insult,Threat,Harassment,IdentityAttack
717,Spouse,भोलि सँगै डाक्टरकहाँ जाने योजना बनाऔं,0,0,0,0
718,Spouse,तिम्रो साथ पाएकोमा म धेरै भाग्यमानी छु,0,0,0,0
719,Spouse,हाम्रो वर्षगाँठको लागि योजना बनाऔं,0,0,0,0
720,Spouse,"आज अफिसबाट फर्केर धेरै थकित छु, आराम गरौं",0,0,0,0
721,Spouse,"सुन्, तिमी त एकदम नालायक र बेकार जीवनसाथी होस्",1,0,0,0
722,Spouse,"फेरि भन्छु, तिमीले कुनै काम राम्रोसँग गर्न सक्दैनौ, कति अल्छी मान्छे",1,0,0,0
723,Spouse,"अरे, तिमी जस्तो बुद्धिहीन मान्छेसँग विवाह गरेकोमा पछुतो लाग्छ",1,0,0,0
724,Spouse,"फेरि भन्छु, मेरो कुरा नमाने घरबाट निकालिदिन्छु, याद राख्",0,1,0,0
725,Spouse,"फेरि भन्छु, फेरि यस्तो गरे तिमीलाई र तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु",0,1,0,0
726,Spouse,"सुन्, सम्पत्तिबाट बेदखल गरिदिन्छु भने पनि यस्तै गर्छौ भने",0,1,0,0
727,Spouse,"सुन्, दिनहुँ सानो कुरामा पनि हप्काउँदै आफ्नो निर्णय थोपर्छ",0,0,1,0
728,Spouse,"अरे, परिवारका सदस्यहरूसँग बोल्न नदिई सधैं एक्लै राख्छ",0,0,1,0
729,Spouse,"फेरि भन्छु, मोबाइल जाँच्दै हरेक कुरामा शंका गरेर लगातार सोधपुछ गर्छ",0,0,1,0
730,Spouse,"अरे, छोरी भएकै कारण तिमीलाई घरमा महत्व दिइँदैन",0,0,0,1
731,Spouse,"साथी, तिम्रो परिवारको आर्थिक अवस्थाको कारण तिमीलाई होच्याइन्छ",0,0,0,1
732,Spouse,"साथी, तिम्रो जातको कारण मेरो परिवारले तिमीलाई कहिल्यै स्वीकार गर्दैन",0,0,0,1
733,Spouse,"फेरि भन्छु, कमाउन नसक्ने भएकै कारण तिमीलाई बोझ र नालायक भनिन्छ",1,0,0,1
734,Spouse,"अरे, फेरि माइत जाने कुरा गरे सम्पत्तिबाट बेदखल गर्ने धम्की दिँदै सधैं नियन्त्रण गर्छ",0,1,1,0
735,Spouse,"सुन्, हरेक निर्णयमा अपमानित गर्दै घरबाट निकाल्ने धम्की दिइरहन्छ",1,1,0,0
736,Spouse,"वास्तवमा, आज खाना धेरै मीठो बनाएकी छ्यौ, धन्यवाद",0,0,0,0
737,Spouse,"अरे, भोलि सँगै डाक्टरकहाँ जाने योजना बनाऔं",0,0,0,0
738,Spouse,"फेरि भन्छु, तिम्रो साथ पाएकोमा म धेरै भाग्यमानी छु",0,0,0,0
739,Spouse,"साथी, हाम्रो वर्षगाँठको लागि योजना बनाऔं",0,0,0,0
740,Spouse,"आज अफिसबाट फर्केर धेरै थकित छु, आराम गरौं",0,0,0,0
741,Spouse,"सुन्, तिमी त एकदम नालायक र बेकार जीवनसाथी होस्",1,0,0,0
742,Spouse,"तिमीले कुनै काम राम्रोसँग गर्न सक्दैनौ, कति अल्छी मान्छे",1,0,0,0
743,Spouse,"साथी, तिमी जस्तो बुद्धिहीन मान्छेसँग विवाह गरेकोमा पछुतो लाग्छ",1,0,0,0
744,Spouse,"मेरो कुरा नमाने घरबाट निकालिदिन्छु, याद राख्",0,1,0,0
745,Spouse,"अरे, फेरि यस्तो गरे तिमीलाई र तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु",0,1,0,0
746,Spouse,"फेरि भन्छु, सम्पत्तिबाट बेदखल गरिदिन्छु भने पनि यस्तै गर्छौ भने",0,1,0,0
747,Spouse,"वास्तवमा, दिनहुँ सानो कुरामा पनि हप्काउँदै आफ्नो निर्णय थोपर्छ",0,0,1,0
748,Spouse,"वास्तवमा, परिवारका सदस्यहरूसँग बोल्न नदिई सधैं एक्लै राख्छ",0,0,1,0
749,Spouse,मोबाइल जाँच्दै हरेक कुरामा शंका गरेर लगातार सोधपुछ गर्छ,0,0,1,0
750,Spouse,"अरे, छोरी भएकै कारण तिमीलाई घरमा महत्व दिइँदैन",0,0,0,1
751,Spouse,"सुन्, तिम्रो परिवारको आर्थिक अवस्थाको कारण तिमीलाई होच्याइन्छ",0,0,0,1
752,Spouse,"सुन्, तिम्रो जातको कारण मेरो परिवारले तिमीलाई कहिल्यै स्वीकार गर्दैन",0,0,0,1
753,Spouse,"वास्तवमा, कमाउन नसक्ने भएकै कारण तिमीलाई बोझ र नालायक भनिन्छ",1,0,0,1
754,Spouse,"वास्तवमा, फेरि माइत जाने कुरा गरे सम्पत्तिबाट बेदखल गर्ने धम्की दिँदै सधैं नियन्त्रण गर्छ",0,1,1,0
755,Spouse,"अरे, हरेक निर्णयमा अपमानित गर्दै घरबाट निकाल्ने धम्की दिइरहन्छ",1,1,0,0
756,Spouse,"वास्तवमा, आज खाना धेरै मीठो बनाएकी छ्यौ, धन्यवाद",0,0,0,0
757,Spouse,"साथी, भोलि सँगै डाक्टरकहाँ जाने योजना बनाऔं",0,0,0,0
758,Spouse,"अरे, तिम्रो साथ पाएकोमा म धेरै भाग्यमानी छु",0,0,0,0
759,Spouse,हाम्रो वर्षगाँठको लागि योजना बनाऔं,0,0,0,0
760,Spouse,"फेरि भन्छु, आज अफिसबाट फर्केर धेरै थकित छु, आराम गरौं",0,0,0,0
761,Spouse,"अरे, तिमी त एकदम नालायक र बेकार जीवनसाथी होस्",1,0,0,0
762,Spouse,"तिमीले कुनै काम राम्रोसँग गर्न सक्दैनौ, कति अल्छी मान्छे",1,0,0,0
763,Spouse,तिमी जस्तो बुद्धिहीन मान्छेसँग विवाह गरेकोमा पछुतो लाग्छ,1,0,0,0
764,Spouse,"मेरो कुरा नमाने घरबाट निकालिदिन्छु, याद राख्",0,1,0,0
765,Spouse,"साथी, फेरि यस्तो गरे तिमीलाई र तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु",0,1,0,0
766,Spouse,"साथी, सम्पत्तिबाट बेदखल गरिदिन्छु भने पनि यस्तै गर्छौ भने",0,1,0,0
767,Spouse,"अरे, दिनहुँ सानो कुरामा पनि हप्काउँदै आफ्नो निर्णय थोपर्छ",0,0,1,0
768,Spouse,परिवारका सदस्यहरूसँग बोल्न नदिई सधैं एक्लै राख्छ,0,0,1,0
769,Spouse,"फेरि भन्छु, मोबाइल जाँच्दै हरेक कुरामा शंका गरेर लगातार सोधपुछ गर्छ",0,0,1,0
770,Spouse,"सुन्, छोरी भएकै कारण तिमीलाई घरमा महत्व दिइँदैन",0,0,0,1
771,Spouse,तिम्रो परिवारको आर्थिक अवस्थाको कारण तिमीलाई होच्याइन्छ,0,0,0,1
772,Spouse,"सुन्, तिम्रो जातको कारण मेरो परिवारले तिमीलाई कहिल्यै स्वीकार गर्दैन",0,0,0,1
773,Spouse,"अरे, कमाउन नसक्ने भएकै कारण तिमीलाई बोझ र नालायक भनिन्छ",1,0,0,1
774,Spouse,"फेरि भन्छु, फेरि माइत जाने कुरा गरे सम्पत्तिबाट बेदखल गर्ने धम्की दिँदै सधैं नियन्त्रण गर्छ",0,1,1,0
775,Spouse,"साथी, हरेक निर्णयमा अपमानित गर्दै घरबाट निकाल्ने धम्की दिइरहन्छ",1,1,0,0
776,Spouse,"अरे, आज खाना धेरै मीठो बनाएकी छ्यौ, धन्यवाद",0,0,0,0
777,Spouse,"साथी, भोलि सँगै डाक्टरकहाँ जाने योजना बनाऔं",0,0,0,0
778,Spouse,"वास्तवमा, तिम्रो साथ पाएकोमा म धेरै भाग्यमानी छु",0,0,0,0
779,Spouse,हाम्रो वर्षगाँठको लागि योजना बनाऔं,0,0,0,0
780,Spouse,"सुन्, आज अफिसबाट फर्केर धेरै थकित छु, आराम गरौं",0,0,0,0
781,Spouse,तिमी त एकदम नालायक र बेकार जीवनसाथी होस्,1,0,0,0
782,Spouse,"वास्तवमा, तिमीले कुनै काम राम्रोसँग गर्न सक्दैनौ, कति अल्छी मान्छे",1,0,0,0
783,Spouse,तिमी जस्तो बुद्धिहीन मान्छेसँग विवाह गरेकोमा पछुतो लाग्छ,1,0,0,0
784,Spouse,"सुन्, मेरो कुरा नमाने घरबाट निकालिदिन्छु, याद राख्",0,1,0,0
785,Spouse,"वास्तवमा, फेरि यस्तो गरे तिमीलाई र तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु",0,1,0,0
786,Spouse,सम्पत्तिबाट बेदखल गरिदिन्छु भने पनि यस्तै गर्छौ भने,0,1,0,0
787,Spouse,"सुन्, दिनहुँ सानो कुरामा पनि हप्काउँदै आफ्नो निर्णय थोपर्छ",0,0,1,0
788,Spouse,"अरे, परिवारका सदस्यहरूसँग बोल्न नदिई सधैं एक्लै राख्छ",0,0,1,0
789,Spouse,"फेरि भन्छु, मोबाइल जाँच्दै हरेक कुरामा शंका गरेर लगातार सोधपुछ गर्छ",0,0,1,0
790,Spouse,छोरी भएकै कारण तिमीलाई घरमा महत्व दिइँदैन,0,0,0,1
791,Spouse,"वास्तवमा, तिम्रो परिवारको आर्थिक अवस्थाको कारण तिमीलाई होच्याइन्छ",0,0,0,1
792,Spouse,तिम्रो जातको कारण मेरो परिवारले तिमीलाई कहिल्यै स्वीकार गर्दैन,0,0,0,1
793,Spouse,कमाउन नसक्ने भएकै कारण तिमीलाई बोझ र नालायक भनिन्छ,1,0,0,1
794,Spouse,"फेरि भन्छु, फेरि माइत जाने कुरा गरे सम्पत्तिबाट बेदखल गर्ने धम्की दिँदै सधैं नियन्त्रण गर्छ",0,1,1,0
795,Spouse,"साथी, हरेक निर्णयमा अपमानित गर्दै घरबाट निकाल्ने धम्की दिइरहन्छ",1,1,0,0
796,Spouse,"अरे, आज खाना धेरै मीठो बनाएकी छ्यौ, धन्यवाद",0,0,0,0
797,Spouse,भोलि सँगै डाक्टरकहाँ जाने योजना बनाऔं,0,0,0,0
798,Spouse,तिम्रो साथ पाएकोमा म धेरै भाग्यमानी छु,0,0,0,0
799,Spouse,हाम्रो वर्षगाँठको लागि योजना बनाऔं,0,0,0,0
800,Spouse,"अरे, आज अफिसबाट फर्केर धेरै थकित छु, आराम गरौं",0,0,0,0
801,BusinessPartner,तिमी जस्तो अयोग्य व्यापारिक साझेदार मैले कहिल्यै भेटेको छैन,1,0,0,0
802,BusinessPartner,"तिम्रो निर्णय सधैं मूर्खतापूर्ण हुन्छ, व्यापार बिगार्छौ",1,0,0,0
803,BusinessPartner,"यति सामान्य हिसाब पनि मिलाउन जान्दैनौ, कति नालायक",1,0,0,0
804,BusinessPartner,सम्झौता उल्लङ्घन गरे कानुनी रूपमा तिमीलाई सिध्याइदिन्छु,0,1,0,0
805,BusinessPartner,"अर्को गल्ती गरे कम्पनीबाट बाहिर निकालिदिन्छु, याद राख्",0,1,0,0
806,BusinessPartner,पैसा नफर्काए तिम्रो व्यापार पूर्ण रूपमा ध्वस्त पारिदिन्छु,0,1,0,0
807,BusinessPartner,हरेक बैठकमा उसको प्रस्ताव बेवास्ता गरी निर्णयबाट बाहिर राखिन्छ,0,0,1,0
808,BusinessPartner,साझेदारी सम्झौतामा जानाजान जानकारी लुकाएर निर्णयमा सामेल गरिँदैन,0,0,1,0
809,BusinessPartner,इमेल र बैठकबाट लगातार बहिष्कृत गर्दै सूचना दिइँदैन,0,0,1,0
810,BusinessPartner,तिम्रो जातीय पृष्ठभूमिको कारण यो साझेदारी अगाडि बढ्दैन,0,0,0,1
811,BusinessPartner,महिला भएकै कारण तिमीलाई ठूला निर्णयमा सामेल गरिँदैन,0,0,0,1
812,BusinessPartner,तिम्रो धर्मको कारण लगानीकर्ताहरूले तिमीलाई अस्वीकार गरे,0,0,0,1
813,BusinessPartner,साना व्यापारीको छोरा भएकै कारण उसलाई नालायक भन्दै बैठकबाट हटाइयो,1,0,1,0
814,BusinessPartner,सम्झौता तोडे कानुनी कारबाहीको धम्की दिँदै सबै निर्णयबाट बाहिर राखियो,0,1,1,0
815,BusinessPartner,भोलि हिसाब मिलाएर बैठक राखौं,0,0,0,0
816,BusinessPartner,"यो त्रैमासिकको नतिजा धेरै राम्रो आयो, बधाई छ",0,0,0,0
817,BusinessPartner,"नयाँ लगानीकर्तासँगको छलफल सफल भयो, धन्यवाद",0,0,0,0
818,BusinessPartner,"सम्झौताको मस्यौदा तयार भएको छ, हेरेर प्रतिक्रिया दिनुहोस्",0,0,0,0
819,BusinessPartner,हाम्रो साझेदारीले राम्रो नतिजा दिइरहेको छ,0,0,0,0
820,BusinessPartner,भोलिको प्रस्तुतिको लागि शुभकामना,0,0,0,0
821,BusinessPartner,"फेरि भन्छु, तिमी जस्तो अयोग्य व्यापारिक साझेदार मैले कहिल्यै भेटेको छैन",1,0,0,0
822,BusinessPartner,"तिम्रो निर्णय सधैं मूर्खतापूर्ण हुन्छ, व्यापार बिगार्छौ",1,0,0,0
823,BusinessPartner,"सुन्, यति सामान्य हिसाब पनि मिलाउन जान्दैनौ, कति नालायक",1,0,0,0
824,BusinessPartner,सम्झौता उल्लङ्घन गरे कानुनी रूपमा तिमीलाई सिध्याइदिन्छु,0,1,0,0
825,BusinessPartner,"फेरि भन्छु, अर्को गल्ती गरे कम्पनीबाट बाहिर निकालिदिन्छु, याद राख्",0,1,0,0
826,BusinessPartner,पैसा नफर्काए तिम्रो व्यापार पूर्ण रूपमा ध्वस्त पारिदिन्छु,0,1,0,0
827,BusinessPartner,"सुन्, हरेक बैठकमा उसको प्रस्ताव बेवास्ता गरी निर्णयबाट बाहिर राखिन्छ",0,0,1,0
828,BusinessPartner,साझेदारी सम्झौतामा जानाजान जानकारी लुकाएर निर्णयमा सामेल गरिँदैन,0,0,1,0
829,BusinessPartner,इमेल र बैठकबाट लगातार बहिष्कृत गर्दै सूचना दिइँदैन,0,0,1,0
830,BusinessPartner,"फेरि भन्छु, तिम्रो जातीय पृष्ठभूमिको कारण यो साझेदारी अगाडि बढ्दैन",0,0,0,1
831,BusinessPartner,"वास्तवमा, महिला भएकै कारण तिमीलाई ठूला निर्णयमा सामेल गरिँदैन",0,0,0,1
832,BusinessPartner,तिम्रो धर्मको कारण लगानीकर्ताहरूले तिमीलाई अस्वीकार गरे,0,0,0,1
833,BusinessPartner,"साथी, साना व्यापारीको छोरा भएकै कारण उसलाई नालायक भन्दै बैठकबाट हटाइयो",1,0,1,0
834,BusinessPartner,"साथी, सम्झौता तोडे कानुनी कारबाहीको धम्की दिँदै सबै निर्णयबाट बाहिर राखियो",0,1,1,0
835,BusinessPartner,भोलि हिसाब मिलाएर बैठक राखौं,0,0,0,0
836,BusinessPartner,"सुन्, यो त्रैमासिकको नतिजा धेरै राम्रो आयो, बधाई छ",0,0,0,0
837,BusinessPartner,"सुन्, नयाँ लगानीकर्तासँगको छलफल सफल भयो, धन्यवाद",0,0,0,0
838,BusinessPartner,"वास्तवमा, सम्झौताको मस्यौदा तयार भएको छ, हेरेर प्रतिक्रिया दिनुहोस्",0,0,0,0
839,BusinessPartner,"सुन्, हाम्रो साझेदारीले राम्रो नतिजा दिइरहेको छ",0,0,0,0
840,BusinessPartner,"सुन्, भोलिको प्रस्तुतिको लागि शुभकामना",0,0,0,0
841,BusinessPartner,तिमी जस्तो अयोग्य व्यापारिक साझेदार मैले कहिल्यै भेटेको छैन,1,0,0,0
842,BusinessPartner,"अरे, तिम्रो निर्णय सधैं मूर्खतापूर्ण हुन्छ, व्यापार बिगार्छौ",1,0,0,0
843,BusinessPartner,"वास्तवमा, यति सामान्य हिसाब पनि मिलाउन जान्दैनौ, कति नालायक",1,0,0,0
844,BusinessPartner,"साथी, सम्झौता उल्लङ्घन गरे कानुनी रूपमा तिमीलाई सिध्याइदिन्छु",0,1,0,0
845,BusinessPartner,"फेरि भन्छु, अर्को गल्ती गरे कम्पनीबाट बाहिर निकालिदिन्छु, याद राख्",0,1,0,0
846,BusinessPartner,"वास्तवमा, पैसा नफर्काए तिम्रो व्यापार पूर्ण रूपमा ध्वस्त पारिदिन्छु",0,1,0,0
847,BusinessPartner,हरेक बैठकमा उसको प्रस्ताव बेवास्ता गरी निर्णयबाट बाहिर राखिन्छ,0,0,1,0
848,BusinessPartner,साझेदारी सम्झौतामा जानाजान जानकारी लुकाएर निर्णयमा सामेल गरिँदैन,0,0,1,0
849,BusinessPartner,इमेल र बैठकबाट लगातार बहिष्कृत गर्दै सूचना दिइँदैन,0,0,1,0
850,BusinessPartner,तिम्रो जातीय पृष्ठभूमिको कारण यो साझेदारी अगाडि बढ्दैन,0,0,0,1
851,BusinessPartner,महिला भएकै कारण तिमीलाई ठूला निर्णयमा सामेल गरिँदैन,0,0,0,1
852,BusinessPartner,तिम्रो धर्मको कारण लगानीकर्ताहरूले तिमीलाई अस्वीकार गरे,0,0,0,1
853,BusinessPartner,"सुन्, साना व्यापारीको छोरा भएकै कारण उसलाई नालायक भन्दै बैठकबाट हटाइयो",1,0,1,0
854,BusinessPartner,"फेरि भन्छु, सम्झौता तोडे कानुनी कारबाहीको धम्की दिँदै सबै निर्णयबाट बाहिर राखियो",0,1,1,0
855,BusinessPartner,भोलि हिसाब मिलाएर बैठक राखौं,0,0,0,0
856,BusinessPartner,"साथी, यो त्रैमासिकको नतिजा धेरै राम्रो आयो, बधाई छ",0,0,0,0
857,BusinessPartner,"साथी, नयाँ लगानीकर्तासँगको छलफल सफल भयो, धन्यवाद",0,0,0,0
858,BusinessPartner,"वास्तवमा, सम्झौताको मस्यौदा तयार भएको छ, हेरेर प्रतिक्रिया दिनुहोस्",0,0,0,0
859,BusinessPartner,हाम्रो साझेदारीले राम्रो नतिजा दिइरहेको छ,0,0,0,0
860,BusinessPartner,भोलिको प्रस्तुतिको लागि शुभकामना,0,0,0,0
861,BusinessPartner,तिमी जस्तो अयोग्य व्यापारिक साझेदार मैले कहिल्यै भेटेको छैन,1,0,0,0
862,BusinessPartner,"सुन्, तिम्रो निर्णय सधैं मूर्खतापूर्ण हुन्छ, व्यापार बिगार्छौ",1,0,0,0
863,BusinessPartner,"फेरि भन्छु, यति सामान्य हिसाब पनि मिलाउन जान्दैनौ, कति नालायक",1,0,0,0
864,BusinessPartner,"सुन्, सम्झौता उल्लङ्घन गरे कानुनी रूपमा तिमीलाई सिध्याइदिन्छु",0,1,0,0
865,BusinessPartner,"साथी, अर्को गल्ती गरे कम्पनीबाट बाहिर निकालिदिन्छु, याद राख्",0,1,0,0
866,BusinessPartner,"वास्तवमा, पैसा नफर्काए तिम्रो व्यापार पूर्ण रूपमा ध्वस्त पारिदिन्छु",0,1,0,0
867,BusinessPartner,"अरे, हरेक बैठकमा उसको प्रस्ताव बेवास्ता गरी निर्णयबाट बाहिर राखिन्छ",0,0,1,0
868,BusinessPartner,"साथी, साझेदारी सम्झौतामा जानाजान जानकारी लुकाएर निर्णयमा सामेल गरिँदैन",0,0,1,0
869,BusinessPartner,"सुन्, इमेल र बैठकबाट लगातार बहिष्कृत गर्दै सूचना दिइँदैन",0,0,1,0
870,BusinessPartner,"अरे, तिम्रो जातीय पृष्ठभूमिको कारण यो साझेदारी अगाडि बढ्दैन",0,0,0,1
871,BusinessPartner,"साथी, महिला भएकै कारण तिमीलाई ठूला निर्णयमा सामेल गरिँदैन",0,0,0,1
872,BusinessPartner,"वास्तवमा, तिम्रो धर्मको कारण लगानीकर्ताहरूले तिमीलाई अस्वीकार गरे",0,0,0,1
873,BusinessPartner,"फेरि भन्छु, साना व्यापारीको छोरा भएकै कारण उसलाई नालायक भन्दै बैठकबाट हटाइयो",1,0,1,0
874,BusinessPartner,"साथी, सम्झौता तोडे कानुनी कारबाहीको धम्की दिँदै सबै निर्णयबाट बाहिर राखियो",0,1,1,0
875,BusinessPartner,"सुन्, भोलि हिसाब मिलाएर बैठक राखौं",0,0,0,0
876,BusinessPartner,"वास्तवमा, यो त्रैमासिकको नतिजा धेरै राम्रो आयो, बधाई छ",0,0,0,0
877,BusinessPartner,"सुन्, नयाँ लगानीकर्तासँगको छलफल सफल भयो, धन्यवाद",0,0,0,0
878,BusinessPartner,"सम्झौताको मस्यौदा तयार भएको छ, हेरेर प्रतिक्रिया दिनुहोस्",0,0,0,0
879,BusinessPartner,"सुन्, हाम्रो साझेदारीले राम्रो नतिजा दिइरहेको छ",0,0,0,0
880,BusinessPartner,"सुन्, भोलिको प्रस्तुतिको लागि शुभकामना",0,0,0,0
881,BusinessPartner,"साथी, तिमी जस्तो अयोग्य व्यापारिक साझेदार मैले कहिल्यै भेटेको छैन",1,0,0,0
882,BusinessPartner,"तिम्रो निर्णय सधैं मूर्खतापूर्ण हुन्छ, व्यापार बिगार्छौ",1,0,0,0
883,BusinessPartner,"यति सामान्य हिसाब पनि मिलाउन जान्दैनौ, कति नालायक",1,0,0,0
884,BusinessPartner,"फेरि भन्छु, सम्झौता उल्लङ्घन गरे कानुनी रूपमा तिमीलाई सिध्याइदिन्छु",0,1,0,0
885,BusinessPartner,"फेरि भन्छु, अर्को गल्ती गरे कम्पनीबाट बाहिर निकालिदिन्छु, याद राख्",0,1,0,0
886,BusinessPartner,"अरे, पैसा नफर्काए तिम्रो व्यापार पूर्ण रूपमा ध्वस्त पारिदिन्छु",0,1,0,0
887,BusinessPartner,हरेक बैठकमा उसको प्रस्ताव बेवास्ता गरी निर्णयबाट बाहिर राखिन्छ,0,0,1,0
888,BusinessPartner,साझेदारी सम्झौतामा जानाजान जानकारी लुकाएर निर्णयमा सामेल गरिँदैन,0,0,1,0
889,BusinessPartner,"साथी, इमेल र बैठकबाट लगातार बहिष्कृत गर्दै सूचना दिइँदैन",0,0,1,0
890,BusinessPartner,"साथी, तिम्रो जातीय पृष्ठभूमिको कारण यो साझेदारी अगाडि बढ्दैन",0,0,0,1
891,BusinessPartner,"सुन्, महिला भएकै कारण तिमीलाई ठूला निर्णयमा सामेल गरिँदैन",0,0,0,1
892,BusinessPartner,"फेरि भन्छु, तिम्रो धर्मको कारण लगानीकर्ताहरूले तिमीलाई अस्वीकार गरे",0,0,0,1
893,BusinessPartner,"अरे, साना व्यापारीको छोरा भएकै कारण उसलाई नालायक भन्दै बैठकबाट हटाइयो",1,0,1,0
894,BusinessPartner,"वास्तवमा, सम्झौता तोडे कानुनी कारबाहीको धम्की दिँदै सबै निर्णयबाट बाहिर राखियो",0,1,1,0
895,BusinessPartner,"अरे, भोलि हिसाब मिलाएर बैठक राखौं",0,0,0,0
896,BusinessPartner,"यो त्रैमासिकको नतिजा धेरै राम्रो आयो, बधाई छ",0,0,0,0
897,BusinessPartner,"नयाँ लगानीकर्तासँगको छलफल सफल भयो, धन्यवाद",0,0,0,0
898,BusinessPartner,"साथी, सम्झौताको मस्यौदा तयार भएको छ, हेरेर प्रतिक्रिया दिनुहोस्",0,0,0,0
899,BusinessPartner,"साथी, हाम्रो साझेदारीले राम्रो नतिजा दिइरहेको छ",0,0,0,0
900,BusinessPartner,"सुन्, भोलिको प्रस्तुतिको लागि शुभकामना",0,0,0,0
901,PublicInterest,यो नेता त पूर्ण रूपमा अयोग्य र बेकार व्यक्ति हो,1,0,0,0
902,PublicInterest,यस्तो मूर्खतापूर्ण नीति ल्याउने अधिकारी साह्रै नालायक छ,1,0,0,0
903,PublicInterest,सार्वजनिक कार्यक्रममा बोल्ने व्यक्ति साह्रै बेकार वक्ता रहेछ,1,0,0,0
904,PublicInterest,यो नीति फिर्ता नलिए विरोध प्रदर्शनमा हिंसा हुनेछ भन्दै चेतावनी,0,1,0,0
905,PublicInterest,यस्तो निर्णय कायम राखे सार्वजनिक सम्पत्ति नष्ट गरिनेछ,0,1,0,0
906,PublicInterest,जवाफदेही नभए भोलि कार्यालय घेराउ गरी क्षति पुर्‍याइनेछ,0,1,0,0
907,PublicInterest,सामाजिक सञ्जालमा एक समूहले निरन्तर एक पत्रकारलाई लक्षित गर्दै हैरान पार्छ,0,0,1,0
908,PublicInterest,सार्वजनिक बहसमा एक जनाको विचारलाई सधैं बेवास्ता र होच्याइन्छ,0,0,1,0
909,PublicInterest,अभियानको क्रममा एक कार्यकर्तालाई लगातार सन्देश पठाएर हैरान पारिन्छ,0,0,1,0
910,PublicInterest,यो समुदायका मान्छेहरूले सार्वजनिक पद पाउनु हुँदैन,0,0,0,1
911,PublicInterest,धर्मको आधारमा यो उम्मेदवारलाई अयोग्य ठहर्याइयो,0,0,0,1
912,PublicInterest,लिङ्गको आधारमा यो नेतालाई नेतृत्व लायक छैन भनियो,0,0,0,1
913,PublicInterest,अल्पसंख्यक समुदायको भएकै कारण उम्मेदवारलाई नालायक भन्दै अपमानित गरियो,1,0,0,1
914,PublicInterest,नीति विरोध गरे सामाजिक बहिष्कार गर्ने र क्षति पुर्‍याउने चेतावनी दिइयो,0,1,1,0
915,PublicInterest,आजको सार्वजनिक सुनुवाइमा धेरै राम्रो सुझाव आए,0,0,0,0
916,PublicInterest,नयाँ नीतिले सर्वसाधारणलाई प्रत्यक्ष फाइदा पुर्‍याउनेछ,0,0,0,0
917,PublicInterest,"सामुदायिक कार्यक्रम सफलतापूर्वक सम्पन्न भयो, धन्यवाद सबैलाई",0,0,0,0
918,PublicInterest,यो अभियानले धेरै जनाको ध्यान तान्न सफल भयो,0,0,0,0
919,PublicInterest,सार्वजनिक छलफलमा सहभागी हुनुभएकोमा धन्यवाद,0,0,0,0
920,PublicInterest,यो विषयमा थप जानकारीको लागि वेबसाइट हेर्नुहोस्,0,0,0,0
921,PublicInterest,यो नेता त पूर्ण रूपमा अयोग्य र बेकार व्यक्ति हो,1,0,0,0
922,PublicInterest,यस्तो मूर्खतापूर्ण नीति ल्याउने अधिकारी साह्रै नालायक छ,1,0,0,0
923,PublicInterest,"फेरि भन्छु, सार्वजनिक कार्यक्रममा बोल्ने व्यक्ति साह्रै बेकार वक्ता रहेछ",1,0,0,0
924,PublicInterest,"अरे, यो नीति फिर्ता नलिए विरोध प्रदर्शनमा हिंसा हुनेछ भन्दै चेतावनी",0,1,0,0
925,PublicInterest,यस्तो निर्णय कायम राखे सार्वजनिक सम्पत्ति नष्ट गरिनेछ,0,1,0,0
926,PublicInterest,"फेरि भन्छु, जवाफदेही नभए भोलि कार्यालय घेराउ गरी क्षति पुर्‍याइनेछ",0,1,0,0
927,PublicInterest,सामाजिक सञ्जालमा एक समूहले निरन्तर एक पत्रकारलाई लक्षित गर्दै हैरान पार्छ,0,0,1,0
928,PublicInterest,"सुन्, सार्वजनिक बहसमा एक जनाको विचारलाई सधैं बेवास्ता र होच्याइन्छ",0,0,1,0
929,PublicInterest,अभियानको क्रममा एक कार्यकर्तालाई लगातार सन्देश पठाएर हैरान पारिन्छ,0,0,1,0
930,PublicInterest,यो समुदायका मान्छेहरूले सार्वजनिक पद पाउनु हुँदैन,0,0,0,1
931,PublicInterest,धर्मको आधारमा यो उम्मेदवारलाई अयोग्य ठहर्याइयो,0,0,0,1
932,PublicInterest,"साथी, लिङ्गको आधारमा यो नेतालाई नेतृत्व लायक छैन भनियो",0,0,0,1
933,PublicInterest,"अरे, अल्पसंख्यक समुदायको भएकै कारण उम्मेदवारलाई नालायक भन्दै अपमानित गरियो",1,0,0,1
934,PublicInterest,"वास्तवमा, नीति विरोध गरे सामाजिक बहिष्कार गर्ने र क्षति पुर्‍याउने चेतावनी दिइयो",0,1,1,0
935,PublicInterest,"साथी, आजको सार्वजनिक सुनुवाइमा धेरै राम्रो सुझाव आए",0,0,0,0
936,PublicInterest,नयाँ नीतिले सर्वसाधारणलाई प्रत्यक्ष फाइदा पुर्‍याउनेछ,0,0,0,0
937,PublicInterest,"अरे, सामुदायिक कार्यक्रम सफलतापूर्वक सम्पन्न भयो, धन्यवाद सबैलाई",0,0,0,0
938,PublicInterest,यो अभियानले धेरै जनाको ध्यान तान्न सफल भयो,0,0,0,0
